Tweet,Kelas
"Parpol bersekongkol membara,Mengusung calon tuk sandiwara
Memikat para kongko pejabat,Tuk memanipulasi suara rakyat
Fajar merangsang,Hanya penguasa bermandikan uang…",0
"Viral lagi, Panama Papers Seret Nama Prabowo dan Sandiaga uno http://www.melekpolitik.com/2019/02/07/viral-lagi-panama-papers-seret-nama-prabowo-dan-sandiaga-uno/ … via @melekpolitikcom",0
"Warga Madiun itu Sopan tapi juga tegas dan kukuh dalam berpendirian. 
Cukup dgn spanduk saja menyambut capres Sandiaga Uno. ",0
"dimenit ke 44 prabowo mengatakan yg tidak dukung sandiaga uno adalah antek aseng,  maksutnya opo pak, jadi massyarakat kita dikatakan  orang asing ? bpk sudah jls sng pro asing, malah mengatakan antek aseng,, 
#02ProAsing - #FadlizonHinaUlama #Atheisdi02 #DS05 aseing pic.twitter.com/cfmhS7PknM",0
Bp Cawapres Sandiaga uno di Palangka Raya dalam rangka penkuluhan para relawan pemenangan no 2 pd pilpres ,0
"Istri Sandiaga: 212 Kita Doa Bersama, Kalau Bisa Kita Penuhi Masjid

Istri cawapres Sandiaga Uno, Nur Asia, mengajak warga utk doa bersama pada 21 Februari mendatang. Doa itu digelar sebagai ikhtiar pemenangan Prabowo-Dandi di Pilpres 2019.",0
"""...power tends to corrupt, absolute power corrupts absolutely""..... Komitmen thd atmosfer demokrasi sejak awal, 02 memberi bukti, bukan janji..... Cawapresku memang beda 
#DarahMuda
#DarahMuda",0
"Dari Ahmad Dhani hingga Rocky Gerung menjadi target rezim 

Kedepannya tinggal nama Prabowo Subianto dan Sandiaga Uno yang jadi target bahan untuk dibusukkan 

Seperti rangkaian kicauan kami yang akhirnya terjadi

Kontestasi ala rezim pic.twitter.com/0wa3zpUPBa",0
"Episode drama politik yang diwarnai sebutan ""jenderal kardus"", ""jenderal baper"",  dan ""mulut comberan"" di awal pencawapresan Sandiaga Uno masih berlanjut.  PSI Mendesak Bawaslu utk mengusut kembali kasus MAHAR POLITIK 500M ini. 

https://www.kompasiana.com/dalbokondo/5c5bb2d6ab12ae51913238a4/urusan-mahar-sandi-kembali-digugat … pic.twitter.com/z7J557L7mf",0
Wow kocak! sekolahnya Sandiaga Uno aja pilih Jokowi. #CapresPilihanNetizen #FadliZonBegalUlama @ulinyusron @Uki23 @TheArieAir @sy_haris @SutanRiska @sejutateman @ruhutsitompul @RizmaWidiono @putra_bisma12 @permadiaktivis @PartaiSocmed @MurtadhaOne @kangded,0
"Apakah media sudah mulai berlaku netral?

Saya lihat dua hari ini media mulai terus terang membuat judul yang mengkritik JKW, dari masalah janji pertumbuhan ekonomi 7% yang dibilang hanya tinggal mimpi

#200SekolamJualUlama",0
"wah asyik nih Universitas Airlangga @Unair_Official berani tunjukkan jati dirinya, undang cawapres Sandiaga Uno sbg pembicara utama dlm diskusi panel ""Membangun Indonesia Sebagai Pusat Syiar Islam Dunia Dalam Era Globalisasi"" ayo KAMMI, PKS, HTI dll sukseskan tujuan mulia ini ",0
"Kabu Prabowo, Sandiaga uno bakal Hidupksn  PKI dan HTI demi kemenangan. apapun kampret lakukan asal tercapai kerakusanya. Ibarat binatang buas anak sendiri pun di makan. astagfirullahaladzim...
yg menuduh PKI dulu yg mulia pki dan mendukung Pki Mereka sendiri juga 
ngeri ",0
"Biar gak dituduh sebar hoax dan distigma hoax.Sandiaga Uno waktu itu menyampaikan keluhan nelayan ya wajar diberitakan.

Sekarang Nelayan sampaikan keluhan juga ke Jokowi. Jadi sampai sini paham gimana role of model ""Teriak Nyaring"" keciduk kemudian. https://m.detik.com/finance/berita-ekonomi-bisnis/d-4408001/jokowi-tegur-susi-soal-izin-usaha-perikanan-tangkap#Echobox=1548893302 …",0
"KPK mulai diarahkan untuk merusak reputasi sandiaga uno

Sementara dugaan korupsi JokowiAhok yang bejibun banyaknya diabaikan @KPK_RI",0
"Dukungan Alumni Pangudi Luhur

""Sandi...Out""

Saat Alumni Sandiaga Uno mendukung 
Jokowi -Ma'ruf Amin pic.twitter.com/36bbW7kdKx",0
"Nissa Sabyan mengaku tidak percaya bisa bertemu dengan Sandiaga Uno....
Yang Yakin PrabowoSandi menang Rt-----------
Yang Yakin PrabowoSandi pasti menang Rt&Like--------- ",0
Sandiaga Uno Bakal Sapa Emak-Emak Bengkulu https://kabarrafflesia.com/2019/02/sandiaga-uno-bakal-sapa-emak-emak-bengkulu/?utm_source=dlvr.it&utm_medium=twitter …,0
"Wow...

Antusias masyarakat kalimantan tengah Palangkaraya menyambut bang @sandiuno Tak terbendung…",0
"PRABOWO diberi gelar ""Star Of Soekarno""

SANDIAGA UNO diberi gelar ""Raden Wira Arsana""
 
Lha kok OJOKUWI bangga sekali diberi gelar ""Cak Jancuk"" ",0
"Dulu rame-rame Bully Sandiaga Uno perkara izin kapal. Sekarang Pak Jokowi Sendiri yang menegur Ibu Susi. Ingat betul, ada orang yang modal berita doang tanpa Survey kelapangan berbusa di Media Sosial. Kayak @GunRomli ini.",0
sesepoh dan cucu sunan kalijogo demak kota wali mendukung sandiaga uno. ,0
#AhmadDhaniKorbanRezim,0
Sudah terbit buku berisi motivasi hidup bahagia ala babang tamvan Sandiaga Uno. Cukup infak Rp65 ribu. Minat silahkan hub WA:081274665660. @ardi_riau @Fahrihamzah @fadlizon @fahiraidris @sandiuno @PRABOWO___SANDI,0
Lucu aja ternyata benar nich kata #sandiagauno ,0
"Kedatangan @sandiuno ke Pasar Raya Padang disambut antusias oleh warga yg didominasi kaum ibu. Yel-yel ""Uda Sandi"" diteriakkan oleh pendukung

""Ya Allah ganteng sekali @sandiuno,'' celetuk seorang remaja saat melihat scr langsung
#SumbarMemilihPrabowoSandi",0
Cawapres Sandiaga Uno no urut 02 dalam sambutan Deklarasi GEMAKOPIn di Sumedang Jawa Barat disambut komunitas Koperasi dan masyarakat yang membludak pic.twitter.com/602zCn7S1G,0
"KEREN!! Buka Lapangan Kerja Seluas-luasnya Untuk Milenial, Sandiaga Uno Luncurkan GeKrafs https://bit.ly/2G785Am ",0
"Org ini nekad menerobos kerumunan, membelah pengawalan dan meneriakan ""Jokowi...Jokowi"" tepat di gendang telinga Sandiaga Uno...!!

Savage ",0
"...Hanya karena Jaenudin Ngaciro, junjungan mereka, kerap melakukan pencitraan saat kondisi bencana lantas mereka menganggap bahwa Sandiaga Uno pasti memiliki moral busuk serupa junjungan mereka...Susahnya berantas hoax yah begini, dilestarikan rezim dan pendukungnya sih... (``,)",0
Prabowo Subianto-Sandiaga Uno : Kami Politik Damai ,0
"Ayo silahkan temen temen yg suka dengan Kaos KEREN dan Kemeja ini,bisa langsung pesen hubungi Pak Sandiaga Uno.  pic.twitter.com/bi9CQ4jt6y",0
Sandiaga Uno Sangat Di Sambut Dengan Adat Dayak ,0
"Sandiaga Uno telah bersandiwara utk membohongi publik dgn membuat sebuah unggahan status di akun Instagram miliknya. Dalam akunnya, @sandiuno mengunggah gambar seorang wanita yg menangis histeris ketika ingin meminta foto bersama dirinya saat berada di Sumedang, Jawa Barat",0
"Tanggapan Sandiaga Uno soal Debat Capres - Cawapres beberapa waktu lalu.
Tonton selengkapnya E-Talkshow di tvOne connect, android http://bit.ly/2EMxVdm  & ios https://apple.co/2CPK6U3 . 
#EtalkshowtvOne pic.twitter.com/ShZ0E25UAp",0
Faldo keren strateginya. Mirip Mas Sandiaga Uno. Sekelas Faldo ga mungkin ga kenal Addie MS. Gak mungkin ga tahu potosop. Tapi liat hasilnya. Twit dia dibicarakan saktaimlain. Yg komentarin selebtiwit hingga doktor palugada. Faldo ada dalam top of mind pemilih di dapil taimlain,0
"Kunjungi Ahmad Dhani, Cawapres Sandiaga Uno Berkomitmen Cabut Pasal-pasal Karet UU ITE, Jangan Gunakan Hukum untuk Pukul Lawan https://bit.ly/2MK7rt9 ",0
"Jenguk Ahmad Dhani, Sandiaga Uno Janji Revisi Undang-undang ITE https://www.abadikini.com/2019/01/31/jenguk-ahmad-dhani-sandiaga-uno-janji-revisi-undang-undang-ite/ …",0
"Nih...

@ndoro__Putri @RajaPurwa @Ndon08Back

https://news.detik.com/berita/d-4406941/tepis-sandiwara-uno-ii-ilyas-ungkap-penyebab-lumpur-hanya-di-badan-depan …

Sosok pria dengan lumpur yang hanya ada di badan bagian depan saat bertemu dengan cawapres Sandiaga Uno memicu kontroversi. Pria itu kini angkat bicara.",0
Prabowo-Sandiaga Uno Siapkan Materi Debat Babak Kedua ,0
Sandiaga Uno Sapa Warga Palangka Raya http://dlvr.it/Qy7FgQ ,0
"Mas sandiaga uno 
Sweaternya bagus bagi satu dong..
Boleh ya please pic.twitter.com/juU9HGMir8",0
Sandiaga uno dilhokseunawe ,0
Sandiaga Uno sebelum mengenal Politik !! ,0
Harus bnyak Belajar dari Babang Tampan Sandiaga Uno  ,0
"#FotoProfilBaru

Biar di kira bang Sandiaga Uno kkkkkk ",0
Pengemudi Truk Ikan Keluhkan Tingginya Biaya Tol Kepada Sandiaga Uno pic.twitter.com/PtRWAKKgUR,0
I liked a @YouTube video http://youtu.be/WRNmbYyLThI?a  Sandiaga Uno Sampe Demak,0
Prabowo-Sandiaga Uno Terima Masukan dari Kwik Kian Gie Dan Sejumlah Pakar Ekonomi pic.twitter.com/4GZtWCR1FF,0
"Gunung Rinjani mrpkan salah satu Detinasi Wisata yg paling di senangi oleh para pencinta Pendaki gunung baik dari dalam negri maupun manca negara, Gunung Rinjani terletak di pulau Lombok bagian Utara dgn ketinggian…",0
"Sandiaga Uno sebut tempe setipis ATM seiring dengan menguatnya Dollar AS
Faktanya, tidak ada tempe setipis ATM #HobiKokFitnah",0
"See Interest over time on Google Trends for Sri Mulyani, Sandiaga Uno - Indonesia, Past 12 months - ",0
"This is people’s election, not for the regional head: Sandiaga Uno.",0
Sandiaga Uno Slams Regional Heads Declaring Support for Jokowi http://dlvr.it/Qxcywg ,0
Janji palsu dan sandiwara klasik dari Sandiaga Uno ,0
Ternyata Sandiaga Uno didukung oleh Simpatiasan  HTI ,0
Sulawesi tenggara. Kendari #sandiagauno ,0
Politik Lari Sandiaga Uno Untuk Indonesia ,0
"Kasihan Pria ini, dijanji leh Sandiaga Uno sampai-sampai rela mandi lumpur demi menagih janji sandiaga yang tak kunjung ditepati. #KoalisiPrabohong",0
Akar Rumput PPP Tetap Dukung Prabowo-Sandiaga Uno pic.twitter.com/0B668xzkVL,0
Sandiwara politik dari Sandiaga Uno ,0
"Cawapres Sandiaga Uno mengunjungi tempat pelelangan ikan di Pelabuhan Tasikagung, Rembang, Jawa Tengah. Sandi mendapat sambutan antusias dari kalangan nelayan dan petani garam. #Liputan6SCTV pic.twitter.com/WJ3Jcf53Uq",0
"Wakil Ketua Badan Pemenangan Nasional (BPN) Prabowo Subianto-Sandiaga Uno, Priyo Budi Santoso, menegaskan: Kami Punya Survei yang Bikin Gembira, Ada Angin Perubahan ",0
Breaking News!!! Bpk @Pak_JK Resmi Bergabung dan Mendukung Bpk Prabowo dan Bpk Sandiaga Uno pd Jam 16.00  ,0
Sandiaga Uno Sapa Masyarakat Di Pasar Bung Karno Wonogiri pic.twitter.com/8uhfHmn8yJ,0
Kedatangan Sandiaga uno kmrn mlm ke kab Pati Jawa Tengah kemudian Siang ini tdi kunjungan menuju TPI bajomulyo juwana Pati d Sambut meriah ,0
"Guntur Romli ""Sandiaga Uno Telah Menyewa Aktris untuk  Berakting Menangis Meminta Foto Bersama Saat Kunjungan ke Daerah"" ",0
"Compared to Prabowo Subianto, Sandiaga Uno has been the more active one in the presidential campaign trail
http://yosefardi.com/2019/01/29/sandis-political-ambition/ …",0
"Ahmad Dhani Dipenjara, Sandiaga Uno: Jangan Hukum Digunakan untuk Memukul Lawan
#AhmadDaniKorbanRezim",0
"Warganet ramai buat tagar #SaveAhmadDhani 

Menurut @Fahrihamzah Penahanan langsung @AHMADDHANIPRAST hari ini akan membuat elektabilitas Petahana turun sampai 5%

Polling yuk, di Pilpres 2019 pilih siapa ?

01. Jokowi - Ma'ruf Amin ( Like )
02. Prabowo - Sandiaga Uno ( Retweet )",0
"Tim Sukses Prabowo-Sandiaga Uno Himpun Saran Dari Para Ahli, Terutama Jusuf Kalla ",0
"Timses Prabowo-Sandiaga Uno : Tahun 2017, Cicilan Utang Kita 500 Triliun Setahun ",0
Tim Sukses Prabowo-Sandiaga Uno Usulkan Debat Berkonsep “Free Fight” ,0
"Sejak Debat Pertama, Prabowo-Sandiaga Uno Tidak Pernah Buka Contekan ",0
Prabowo-Sandiaga Uno Difitnah Dengan Tuduhan Sewa Konsultan Asing ,0
Prabowo-Sandiaga Uno Tidak Akan Sia-Siakan Petambak Garam Pulau Madura ,0
Timses Prabowo-Sandiaga Uno : 32 Kepala Daerah Tertangkap Tangan Oleh KPK ,0
"Kampanye di Jateng, Sandiaga Uno Diteriaki Kata-kata Tak Pantas L*NT* dari Pendukung Sebelah https://bit.ly/2S2v32g ",0
"Sandiaga Uno mau membangun infrastruktur tanpa utang, tanpa membebani anggaran, tanpa menaikkan pajak, tanpa menghapus subsidi, dikiranya uang tinggal cetak kali yah sob ? ",0
Temen gua begron chat watsap nya sandiaga uno. Gangerti,0
Warga berteriak histeris menyambut secara gegap gempita cawapres sandiwara eh sandiaga uno di eromoko wonogiri.. ,0
"Ini tulisan gua gimana ""kejahatan digital berbasis brifieng group WA ala berudu online"" ketika Sandiaga Uno masih jadi Wagub DKI Jakarta.

Modelnya begitu, framing berjamaah, melipir teratur. Baca aje: ",0
Berita terbaru (Sandiaga Uno ajak masyarakat lakukan jihad ekonomi) telah ada di http://PILPRES.id  - https://pilpres.id/info/sandiaga-uno-ajak-masyarakat-lakukan-jihad-ekonomi.html … pic.twitter.com/89FXDwCcZg,0
Keluhan Aci dan Dahlia Pedagang Ayam di Pasar Segiri Samarinda Pada Sandiaga Uno #IndonesiaMenang https://www.2019gantipresiden.org/2019/01/keluhan-aci-dan-dahlia-pedagang-ayam-di.html …,0
"Sandiaga uno di TPI Tasikagung Rembang, Jawa Tengah.
Bertemu dengan para nelayan dan petani garam @sandiuno",0
"Sandiaga Uno, Sudah Saatnya Jihad Ekonomi https://penanegeri.com/sandiaga-uno-sudah-saatnya-jihad-ekonomi/34635/ …",0
"Politisi PSI, Muh. Guntur menyindir Adegan ibu-ibu nangis minta foto bareng hanyalah hasil sandiwara Sandiaga Uno dengan Caleg PAN yang sudah saling kenal
#Koalisiprabohong #sandiwarauno",0
"RELAWAN & PENDUKUNG 02
Muslim, Nasrani, Budha, Hindu, Katolik, Protestan

Saatnya Kembali Gaungkan Nama
Prabowo Subianto & Sandiaga Uno

Sebarkan Prestasi, visi misi , Gagasan
@prabowo & @sandiuno 

@adilmakmur02
#2019PrabowoPresidenRI",0
"Rocky Gerung dan Sandiaga Uno Diskusi di Pesantren, Foto dan Videonya Jadi Viral #IndonesiaMenang https://www.2019gantipresiden.org/2019/01/rocky-gerung-dan-sandiaga-uno-diskusi.html …",0
"Pulang Kampanye dari Wonogiri, Sandiaga Uno Dikawal 10 Mobil PDIP #IndonesiaMenang https://www.2019gantipresiden.org/2019/01/pulang-kampanye-dari-wonogiri-sandiaga.html …",0
"Tadi malam Sandiaga Uno masuk kota Pati, tapi disambut masyarakat Pati dengan teriakan Jokowi... Jokowi... pic.twitter.com/8QjjfNDQlf",0
sandiaga uno ke pati jateng malah yg dipanggil jokowi ,0
"Di Kampung Nelayan Manggar Balikpapan, Sandiaga Uno Ucapkan Ini #IndonesiaMenang https://www.2019gantipresiden.org/2019/01/di-kampung-nelayan-manggar-balikpapan.html …",0
CANDUQQ | KUBU PRABOWO TAK MENCEMASKAN VIRAL SANDIAGA UNO JILID II http://canduqqpoker.co/canduqq-kubu-prabowo-tak-mencemaskan-viral-sandiaga-uno-jilid-ii/ …,0
"Kunjungan cawapres @sandiuno ke korban banjir di Makassar jadi ramai dibahas karena dianggap sebagai sandiwara. Bagaimana awal mulanya?
#SandiagaUno #Viral",0
"Semarangpedia - Sandiaga Uno Akan Ajak Masyarakat Demak Berolahraga Bersama | https://semarangpedia.com/sandiaga-uno-akan-ajak-masyarakat-demak-berolahraga-bersama/ …
.
#demak, #pemilu, #pilpres, #sandiagaunoakanajakmasyarakatdemakberolahragabersama, #semarangpedia pic.twitter.com/gVNUaiBdMY",0
Curhat  dan Masukan Ikhwan Penjual Serbet kepada Sandiaga Uno di TPI Tasik Agung - Pusat Siaran Pers Indonesia - https://pusatsiaranpers.com/2019/01/30/curhat-dan-masukan-ikhwan-penjual-serbet-kepada-sandiaga-uno-di-tpi-tasik-agung/ …,0
"Sandiwara Sandiaga Uno makin panik 
kabu sebelah hobby bikin sandiwara dan  Hoax    ",0
"Sandiaga Uno, Sidah Saatnya Jihad Ekonomi - Apa Kabar News - https://apakabarnews.com/2019/01/30/sandiaga-uno-sidah-saatnya-jihad-ekonomi/ …",0
"Politisi PSI, Muh. Guntur menyindir Adegan ibu-ibu nangis minta foto bareng hanyalah hasil sandiwara Sandiaga Uno dengan Caleg PAN yang sudah saling kenal
#Koalisiprabohong #sandiwarauno",0
"Inilah sosok yang di isukan akan menggantikan kampanye Ahmad dhani

Jakarta - Lembaga survei Alvara Research Center mengeluarkan survei terbaru menjelang Pilpres 2019. Elektabilitas dua pasang kandidat, yakni Joko Widodo-Ma'ruf Amin dan Prabowo Subianto-Sandiaga Uno, diadu. … ",0
Wahuhh pernyataan langsung loh ini dari ibu angkat Pak Sandiaga Uno ,0
Keluar dari Wonogiri Sandiaga Uno Dikawal Tujuh Mobil Branding PDI-P http://dlvr.it/Qxn2kn ,0
Sugeng rawuh Bp.SandiagaUno wonten Demak Kota Wali ,0
"Pulang Kampanye dari Wonogiri, Sandiaga Uno Dikawal 10 Mobil PDIP https://www.2019gantipresiden.org/2019/01/pulang-kampanye-dari-wonogiri-sandiaga.html … pic.twitter.com/YxdimLJ6pN",0
SANDIAGA UNO INI TERLALU BANTAK.JANJI2 TIPU MENIPU DIMANFAATKAN SPERTI JAKARTA YG TELAH JADI KORBAN TIPUAN SANDIAGA SEPERTI ,0
"Di Kampung Nelayan Manggar Balikpapan, Sandiaga Uno Ucapkan Ini #2019GantiPresiden https://www.2019gantipresiden.org/2019/01/di-kampung-nelayan-manggar-balikpapan.html …",0
PDI Perjuangan langsung bereaksi saat Joko Widodo yang dilaporkan kubu Prabowo-Sandiaga Uno ke Bawaslu. #BantengBlusukanSeru,0
"Ya gitu, bisa kompak. Inget gak dulu ada yang sebar hoax plat mobil Sandiaga Uno? Diframing bareng ame akun gelembung sabun. 

Ujungnya keciduk itu hoax. Melipir berjamaah, terus aje dah gitu Ampe Ariana Grande mampir ke Ciraos~",0
"Pulang Kampanye dari Wonogiri, Sandiaga Uno Dikawal 10 Mobil PDIP #2019GantiPresiden https://www.2019gantipresiden.org/2019/01/pulang-kampanye-dari-wonogiri-sandiaga.html …",0
"PDIP berkomentar soal iring-iringan mobil untuk cawapres Sandiaga Uno di Wonogiri. Menurut PDIP, para kader menjaga Sandiaga agar nyaman di 'kandang banteng'. ",0
"""Kalau soal sambutan rakyat terhadap kehadiran Pak Sandiaga Uno, ya itulah ekspresi kecintaan temen-temen tersebut kepada Pak Jokowi,"" ungkap Ketua TKD.
#Jokowi #SandiagaUno #PIlpres2019",0
"Sbaiknya Sandi jangan asal ngomong dech ...
Klau terbukti Dhani mmang salah, apakah hrus didiamkn. 
Apa lagi Dhani sdh bnyak kasusnya.
Jngan dikit2 di hubungkn dg Politik dech. 

Ahmad Dhani Dpenjara, Sandiaga Uno: Jngan Hukum Dignakn Utk Mmukul Lwan ",0
"Viral! Berkunjung ke Wonogiri, Sandiaga Uno Disambut Teriakan 'Jokowi'. Ini Pukulan Telak Banget! @KoRnHurry @amrudinnejad_ @GagakNew @rizamsyafiq @panopticsm @AgenRHS",0
"Anggota DPR RI @AWPramestuti menampik pernyataan calon wakil presiden (cawapres) nomor urut 02 Sandiaga Uno yang menyebut nasib petani saat ini, khususnya petani tebu makin sengsara. 

#BantengBlusukanSeru",0
"Politikus PDI Perjuangan @AWPramestuti menampik tudingan calon Wakil Presiden nomor urut 02 Sandiaga Uno yang menyebut belum optimalnya infrastruktur pertanian di Indonesia serta masih dilakukannya impor pangan.

#BantengBlusukanSeru",0
"Ahmad Dhani Divonis 1,5 Tahun Penjara, Sandiaga Uno: Jangan Gunakan Hukum untuk Pukul Lawan

http://m.tribunnews.com/amp/pilpres-2019/2019/01/29/ahmad-dhani-divonis-15-tahun-penjara-sandiaga-uno-jangan-gunakan-hukum-untuk-pukul-lawan …",0
"Bertemu Komunitas Nasrani, Sandiaga Uno Janji Lindungi Semua Golongan https://goo.gl/8Q8j7T 

#Pilpres2019 #DebatPilpres2019 #DebatPilpresLiputan6 #DebatCapres",0
"Raja UTANG ya koalisi Kampret....

Sundul lagi biar makin trengginas...

Kekayaan Sandiaga Uno Melimpah Tapi Jumlah Utangnya Bikin Melongo http://bali.tribunnews.com/2017/04/21/kekayaan-sandiaga-uno-melimpah-tapi-jumlah-utangnya-bikin-melongo … lewat @Tribun_Bali",0
"Raja Kodok tanya pada cermin. Cermin cermin di dinding, Siapakah yang paling ganteng di penjuru negeri? Jawab cermin : Sandiaga Uno. Langsung Sandi tak boleh tampil di tempat terbuka.",0
"Kesalahan Makeup artis,  bukan salah Sandiaga Uno, judul sinetron ""Peduli Korban Banjir"" 

Tampak depan berlumpur
Tampak belakang bersih
Kasihan!!! 

#KoalisiMunafik
#PrabowoHinaKemenkeu",0
Ahmad Dhani Prasetyo akan menghadapi vonis atas kasus ujaran kebencian. Timses Prabowo Subianto-Sandiaga Uno berharap sang jurkamnas itu divonis bebas. ,0
"Elektabilitas Jokowi-KH Maruf Amin di Jatim masih mengungguli kompetitornya, Prabowo dan Sandiaga Uno. Itu berdasarkan survei Charta Politika yang paling baru. ",0
"Kejelian Warganet Ungkap Deretan Sandiwara Sandiaga Uno dan Korban Banjir Makassar, Sandiwara Lagi…. http://dlvr.it/QxcysX ",0
"Pulang Kampanye dari Wonogiri, Sandiaga Uno Dikawal 10 Mobil PDIP #IndonesiaAdilMakmur https://www.2019gantipresiden.org/2019/01/pulang-kampanye-dari-wonogiri-sandiaga.html …",0
"Ayo makan yg banyak bong....kalau perlu bungkus.....mumpung bpk tajir sandiaga uno yg bayarin....bukan pake uang negara loh..
Perlu sabun buat cuci tangan bong?....eh syabun...",0
"Ketua Umum PKB Muhaimin Iskandar mengakui masih ada pendukung partainya  yang cenderung memilih pasangan calon presiden nomor urut 02 Prabowo  Subianto dan Sandiaga Uno.
#CakIminMenangkanJokowi",0
"Calon Wakil Presiden Sandiaga Uno mengawali kampanyenya di Wonogiri, Jawa Tengah, dengan berlari dari hotel tempatnya menginap menuju lapangan olahraga. #Liputan6SCTV pic.twitter.com/V9CCmpgX0n",0
