Tweet,Kelas
"The Corruption Eradication Commission ensures that it will continue to investigate alleged corruption in West Papua
.
.
http://www.freewestpapua1.com/2019/02/07/kpk-ensures-persecution-does-not-stop-investigation-of-corruption-in-west-papua …
#wayag #ocean #bluesky #amazing #landscape #jokowi #westpapua #papua #wonderfulindonesia #freewestpapua",0
Brutallity...,0
I love you cinta ,0
ADP >>> CAMFRETTTTT,0
Ibu Dubes Lyudmila #Vorobieva bertemu dengan Ibu Walikota #Surabaya Tri Rismaharini ,0
https://youtu.be/54aPmBnAj00  @XHNews @realXi_Jinping @rashtrapatibhvn @HassanRouhani @trpresidency @jokowi @Julius_S_Malema @DStvMozambique @EPN @BrazilGovNews @KenyaNews @Jah9 @LouisFarrakhan WARNING! WORLD NOTICE FOOD FOR THOUGHT VIDEO MESSAGE.,0
Preeett,0
Lebay,0
I hope you get the recognition you deserve very very soon. This is awesome!,0
"The Corruption Eradication Commission ensures that it will continue to investigate alleged corruption in West Papua
.
.
http://www.freewestpapua1.com/2019/02/07/kpk-ensures-persecution-does-not-stop-investigation-of-corruption-in-west-papua …
#wayag #ocean #bluesky #amazing #landscape #jokowi #westpapua #papua #wonderfulindonesia #freewestpapua",0
Awesame....,0
Raising state revenue from state-owned companies’ dividends is one of the goals of President Joko “Jokowi” Widodo’s administration as tax revenues are inadequate to finance the country’s development programs. #AyoBuKaren,0
"West Papua’s economic growth throughout 2018 reached 7.33%. This figure is higher than the national growth which is only 5.17%
.
.
http://www.freewestpapua1.com/2019/02/07/growing-7-33-west-papua-economy-exceeds-national …
#wayag #ocean #bluesky #amazing #landscape #jokowi #westpapua #papua #wonderfulindonesia #freewestpapua",0
"West Papua’s economic growth throughout 2018 reached 7.33%. This figure is higher than the national growth which is only 5.17%
.
.
http://www.freewestpapua1.com/2019/02/07/growing-7-33-west-papua-economy-exceeds-national …
#wayag #ocean #bluesky #amazing #landscape #jokowi #westpapua #papua #wonderfulindonesia #freewestpapua",0
"“This figure is still in line with what we project because basically BI conducts FGD activities, surveys and we also often communicate with BPS,” said Deputy Head of BI Representative of Papua Province

http://www.freewestpapua1.com/2019/02/07/bi-west-papuas-economic-growth-according-to-projections …
#landscape #jokowi #westpapua #papua #freewestpapua",0
"Pagi ini bg @Dahnilanzar akan hadir ke Polda Metro Jaya, sejak awal kaki liat ini kasus terlalu dipaksakan, kuat dugaan kriminalisasi,tp namanya jg aktifis islam dakwah itu ada 2, amar makruf & nahi munkar, bg Dahnil seimbang 2 amar makruf & nahi munkarnya 
…",0
"The government had determined that the problem that occurred in West Papua was criminal
.
.
http://www.freewestpapua1.com/2019/02/07/tni-calls-shooting-of-storekeeper-in-puncak-jaya-including-criminal-actions …
#wayag #ocean #bluesky #amazing #landscape #jokowi #westpapua #papua #wonderfulindonesia #freewestpapua",0
Just info..,0
"Yee, horeee...zzzzzz",0
"The contribution of economic growth in the eastern region is small but their growth is higher than national growth as Maluku and West Papua
.
.
http://www.freewestpapua1.com/2019/02/07/east-indonesias-economy-grows-higher-due-to-infrastructure …
#wayag #ocean #bluesky #amazing #landscape #jokowi #westpapua #papua #wonderfulindonesia #freewestpapua",0
"See Interest over time on Google Trends for jokowi ma ruf amin, PRABOWO SANDI - East Java, Past hour - ",0
http://olx.co.id/iklan/anti-karat-mobil-wagon-march-brio-ignis-brv-xenia-calya-livina-crv-l-w-IDyDd6V.html?ad_type=OR#efd5c35d25 … Call/Wa: 0813 3432 7157 /instagram=royalvariasi #bukalapak #tokopedia #jokowi #prabowo #kompascom #kompasmuda #hariankompas #detikcom #merdekadotcom #mediaindonesia #netmedia_info #jpnncom #tribunnews #detikoto #hmetromy #e100ss #CNNIndonesia #royalvariasi pic.twitter.com/uzGVZmIo3B,0
Mirip,0
amminnnn,0
Amin,0
"The government had determined that the problem that occurred in West Papua was criminal
.
.
http://www.freewestpapua1.com/2019/02/07/tni-calls-shooting-of-storekeeper-in-puncak-jaya-including-criminal-actions …
#wayag #ocean #bluesky #amazing #landscape #jokowi #westpapua #papua #wonderfulindonesia #freewestpapua",0
"The contribution of economic growth in the eastern region is small but their growth is higher than national growth as Maluku and West Papua
.
.
http://www.freewestpapua1.com/2019/02/07/east-indonesias-economy-grows-higher-due-to-infrastructure …
#wayag #ocean #bluesky #amazing #landscape #jokowi #westpapua #papua #wonderfulindonesia #freewestpapua",0
"See Interest over time on Google Trends for jokowi ma ruf amin, PRABOWO SANDI - South Sumatra, Past hour - ",0
"Di antara jajaran Kementerian Agraria dan Tata Ruang/Badan Pertanahan Nasional, kemarin. 

Merekalah, bersama seluruh staf dari pusat sampai…",0
monoQ by monoirawady | Free Listening on SoundCloud@jokowi  ,0
Stanley Greenberg Denies Any Ties to Jokowi`s Political Campaign http://dlvr.it/QyMGXC ,0
Gratis... ,0
Follow my daily,0
"Tante Titiek, I love you full deh! ",0
Ademmmmm,0
You make my world so colorful,0
"Import is my special job
#Koruptor5Koma8Trilyun",0
"Jokowi, Prabowo could buy more time in VP selection http://thenewvoice.co/jokowi-prabowo-could-buy-more-time-in-vp-selection/ …",0
President Joko “Jokowi” Widodo Refuses to Sign MD3 Law http://thenewvoice.co/president-joko-jokowi-widodo-refuses-to-sign-md3-law/ …,0
Jokowi supporters try to prevent anti-Jokowi activist from entering Batam http://thenewvoice.co/jokowi-supporters-try-to-prevent-anti-jokowi-activist-from-entering-batam/ …,0
Indonesia's economy grows at fastest level (5.17%) since the Jokowi presidency began but still below the government target (5.2%). ,0
pL opo,0
Gong xi,0
@TeddyGusnaidi  lolot,0
Adem ,0
Simpan ceptur ini ted.,0
"Salut #CapresPilihanNetizen 
@jokowi @ridlwandjogja @Aan_Hantorov @agit2530 @aji_karno @ary_moto @nyenyenggg @PowerEmak @septria_yanto @felagonna @santrikiai @Princess_Meutia @kitkitkatkit @Suhadakae @wahidpro01 @cutpuan99 @Chacha_Sbg @CoolkidGrace @jenirun @Rahimi_Psy @ErickVe",0
Good for the Government  to think about restart the sugar mills as first help the small farmer to have a good price of their labours and secondly  able to control the sugar price in the country,0
Bravo PL,0
Prabowo Camp Criticize Jokowi`s Rushed Development Programs http://dlvr.it/QyM3Z2 ,0
yess,0
Amin.......,0
"Ratusan petani tebu bertandang ke Istana Negara, kemarin. Pertemuan itu saya manfaatkan untuk lebih banyak mendengar masukan usulan dari mereka. Ada yang menyarankan pemerintah merevitalisasi pabrik-…",0
Pret,0
"5/ Promotional logjams are not new or unique to the Jokowi era. They've been around since 1940s (post-revolutionary logjams lead to intra-military conflicts & rebellions). But for now, let's note that the logjams worsened under SBY era and JKW inherited a messy TNI org. ",0
Amin ,0
First pak,0
Aminnnnn,0
President Jokowi Reported for His `Russian Propaganda` Comment http://dlvr.it/QyLgGw ,0
Amin,0
"SAY NO To HOAX 
SAY YES To JOKOWI... 

#01JokowiAmin 
#01IndonesiaMaju 
#17AprilPilihJokowi 
#OrangBaikDukungJokowi 
#OrangPintarPilihJokowi",0
We work for many world leaders -- but never Pak Jokowi.  See more here: ,0
"Today saw #Jokowi having to explain what he meant by ""Russian Propoganda"" after paraphrasing a Rand Publication that did not go across as intended. The technique is usually called ""Illusionary Truth Effect"" used in media and politics.

#Indonesia #Jokowi #IndonesiaPilihJokowi pic.twitter.com/pumpgddO9U",0
Behind th scn,0
Piiiraaallkaaann guuyyssss #MilenialsTeam  come on help him please...  Keep fight bro #Yeeeaahhhh,0
Mantapp,0
Anyingggg stupid banget,0
"Five years of Jokowi's reign in extract form: 

https://m.facebook.com/story.php?story_fbid=243548939864568&id=100026283909992 …",0
Ebuseeett ,0
So proud of you sir,0
"@sandiuno how does it feel, knowing most of your schoolmates #pangudiluhur  are supporting @jokowi for #Pemilu2019 ? It must hurt you or better to say, cut you deep i bet!",0
"Bila ada yg masih ngotot menyatakan Indonesia akan bubar, berarti....

RI Naik Kelas Jadi Negara Kelompok Pendapatan Menengah Atas  http://cnn.id/366887 ",0
Take beer !!,0
... maybe ... ,0
Jancook,0
Mantapp,0
Amin,0
"Maj. Gen. Sisriadi assessed that the shootings that took place in West Papua to kill civilians were an attempt by the perpetrators to get international attention
.
.
http://www.freewestpapua1.com/2019/02/06/tni-west-papuan-separatist-groups-seek-international-attention …
#wayag #ocean #bluesky #amazing #landscape #jokowi #westpapua #papua #freewestpapua",0
"The head of the Indonesian Information Center (Kapuspen) Brig. Gen. Sisriadi said that the TNI (Military) had assigned the Puspen team to a number of areas in West Papua

http://www.freewestpapua1.com/2019/02/06/prevent-heretical-opinion-from-criminal-groups-puspen-tni-sends-team-to-west-papua …
#wayag #ocean #bluesky #amazing #landscape #jokowi #westpapua #papua #freewestpapua",0
Amin,0
"Maj. Gen. Sisriadi assessed that the shootings that took place in West Papua to kill civilians were an attempt by the perpetrators to get international attention
.
.
http://www.freewestpapua1.com/2019/02/06/tni-west-papuan-separatist-groups-seek-international-attention …
#wayag #ocean #bluesky #amazing #landscape #jokowi #westpapua #papua #freewestpapua",0
Jokowi to use offensive campaign strategies: TKN http://dlvr.it/QyJHXF ,0
Amiiiin,0
"The head of the Indonesian Information Center (Kapuspen) Brig. Gen. Sisriadi said that the TNI (Military) had assigned the Puspen team to a number of areas in West Papua

http://www.freewestpapua1.com/2019/02/06/prevent-heretical-opinion-from-criminal-groups-puspen-tni-sends-team-to-west-papua …
#wayag #ocean #bluesky #amazing #landscape #jokowi #westpapua #papua #freewestpapua",0
"“Sorry we did not provide plastic bags to fill buyers’ groceries,” said Nunung, one of the Walessi shopkeepers
.
.
http://www.freewestpapua1.com/2019/02/06/cool-jayapura-business-actors-refuse-use-of-plastic-bags …
#wayag #ocean #bluesky #amazing #landscape #jokowi # #westpapua #papua #wonderfulindonesia #freewestpapua",0
Embeeeer...,0
"You really want to do this, Sir? @.jokowi 
So i really done here, Indonesia:). ",0
The best progres development jokowi,0
"The economy of Bali and Nusa Tenggara only grew 2.47% in 2018,on the other hand, the Maluku and West Papua regions recorded an increase in economic growth, from 4.89% in 2017 to 6.99% in 2018
http://www.freewestpapua1.com/2019/02/06/the-economic-rate-of-bali-and-nusa-tenggara-weakens-maluku-and-west-papua-strengthen …
#wayag #landscape #jokowi #westpapua #papua #freewestpapua",0
Congrat,0
"Can you get a job, but it's not answered? Serching on Google turns out to have PT. Vivo
Ohh godd hehe 
#jobstreer
#Jokowi 
#jokowiAminmenangdebat
#lokerjabodetabek",0
So much fun hanging with @agnezmo in our #iHeartAwards voting booth today! RT to vote for #AgnezMo for the #SocialStarAward!  ,0
Amin,0
"*Jokowi putting on medal*

Atlet: Choke me daddy

Jokowi: what ",0
"‘Russian propaganda’ nothing to do with Moscow, says Jokowi – The Jakarta Post – Jakarta Post https://jakartainformer.com/278094/russian-propaganda-nothing-to-do-with-moscow-says-jokowi-the-jakarta-post-jakarta-post/ … pic.twitter.com/K2zB4EUTpQ",0
"The economy of Bali and Nusa Tenggara only grew 2.47% in 2018,on the other hand, the Maluku and West Papua regions recorded an increase in economic growth, from 4.89% in 2017 to 6.99% in 2018
http://www.freewestpapua1.com/2019/02/06/the-economic-rate-of-bali-and-nusa-tenggara-weakens-maluku-and-west-papua-strengthen …
#wayag #landscape #jokowi #westpapua #papua #freewestpapua",0
Proootttt...,0
Amin,0
"Please help  vote @AgnezMo
@iHeartRadio @TacoBell

#AgnezMo #SocialStarAward #iHeartAwards

https://twitter.com/iHeartRadio/status/1092555688310648835?s=19 …

Please RT to VOTE too 
(1 RT = 1 VOTE)

Thank you  pic.twitter.com/HDQ7lmBqgM",0
"like a frog fleeing a sinking ship

ini bukan oleng lagi..tp nyungsep!
the end for joko and bye bye..!
beggining from prabowosandi..and welcome new presiden 2019.

#2019PrabowoPresidenRI",0
Omdo,0
Jokowi Expects Digital System for Land Certification in 2019 http://dlvr.it/QyHl6L ,0
Jokowi to Open Muslim Scholars Summit in #Bogor - http://Tempo.co  https://goo.gl/K1dxHU ,0
What's happening dude?,0
"The definition of both akal sehat and orang baik are both subjective. Lemme suggest you what’s not, and what’s more important. 
Programs. Policies. Stances on public issues.  @prabowo @jokowi try to control your people, Sirs. ",0
classic remix,0
Waduhhh,0
"RT RaphaelCryptos: RT HARAToken: Thank you Green Festival! Thank you for everyone who stopped by our booth especially Mr. President jokowi and Ms. Rini Soemarno, Minister of BUMN, hope to see you all very soon! #WeAreHARA #HARAToken",0
"I decide to mute all words of ""jokowi"" & ""prabowo"" cause i am sick of all these political campign ads.",0
Amin...,0
"Selamat kepada Pak Jusuf Kalla, atas kelahiran sang cucu, Yusuf C. Noer, putra dari pasangan Chairani Jusuf Kalla dan Marah Laut. Semoga menjadi anak yang berbakti dan membawa kemaslahatan bagi umat manusia. ",0
"We aren't surprised to see something like this from Fadli Zon, who had previously praised Vladimir Putin as a ""brave, visionary, intelligent, wise"" leader.",0
Amin,0
What do you think prof @rockygerung,0
"https://en.tempo.co/read/1172426/jokowi-not-accusing-russia-of-meddling-in-politics-golkar … And here they go the Indonesian Stepan Bandera and ISIS buddies, increasingly delusional as their electability which was POOR initially already goes from bad to worse: fake news!, hoaxes!, smearing!, projection!, upturning! all of which they can do. %",0
Mantaff,0
"Amin... 
#jelasislamnya",0
Amin!!!!,0
Political Shamble Sees Jokowi`s Team Link Prabowo to Rob Allyn http://dlvr.it/QyHMPk ,0
"@ShidiqAlBantuly @FSUHERMAN1 @IvelineDB @Haifa0man @RamliRizal @cheche605 @poney_doo @awemany @rockygerung @Dody_Lukas___ @AnkerGear @MichelaniaAdam @intelimoet @PresJokowiDodo @Ferdinand_Haean @hanumrais @saididu @muttle9 
crtsy @finallyvalen  pic.twitt",0
amin..,0
Amin,0
Jokowi accuses Prabowo camp of enlisting foreign propaganda help - The Jakarta Post - Jakarta Post http://dlvr.it/QyHJcG ,0
"Indeed, Who cares with horse lovers wkwk",0
"Ya Alloh... Ya rob'bii...
Lindungilah lelaki ini.

Ya Alloh yang MAHA ADIL..…",0
Cakep ,0
Jokowi accuses Prabowo camp of enlisting foreign propaganda help - The Jakarta Post - Jakarta Post http://dlvr.it/QyHJfs ,0
Jokowi inform Putin about what I ndonesia is to royal Haron bin Mohamed Taib..,0
"He knows no FEAR. 
He knows no DANGER. 
He knows NOTHING. 

-- Johnny English --",0
You know.. when you see me... i like it,0
"Jokowi, Tokoh yang Paling Banyak Muncul di Konten Hoaks http://dlvr.it/QyDmRJ ",0
"Ini kabar buruk! Temuan Brigade Evakuasi Popok (BEP) ECOTON, 1 JUTA popok sekali pakai (POSPAK) dibuang ke sungai tiap hari yg berdampak pd ekosistem sungai & ikan-ikan.…",0
Indonesia’s economic growth beats forecasts to reach 5.18% https://bloom.bg/2DVjfpu  ,0
betul,0
Please answer Mr @VladimirPutin24 .Thank you,0
#Indonesia's military in occupied #WestPapua are under the command of President Jokowi. pic.twitter.com/VlVGE9WndC,0
Jokowi Committed to Continue His Infrastructure Push https://medcom.id/s/yKXQWo9N ,0
"Firehose of Falsehood Prabowo, Jokowi Waspada! http://jambilink.com/2019/02/06/firehose-of-falsehood-prabowo-jokowi-waspada/ …",0
Erick Thohir says Jokowi`s Aggressive Campaign is Calculated http://dlvr.it/QyGz1c ,0
 waduh... superman is dead donk,0
Hahaha @AndiArief__ is bad guy...also stupid guy,0
Whattt??? @jokowi @sandiuno,0
"Firehose of Falsehood Prabowo, Jokowi Waspada! http://jambilink.com/2019/02/06/firehose-of-falsehood-prabowo-jokowi-waspada/ … pic.twitter.com/6qTxW9N3BT",0
Clear JKW HOAX !,0
Amin.,0
"Greenberg has served as pollster and political strategist to: President Clinton, President Nelson Mandela, Vice President Al Gore, Prime Minister Tony Blair, U.S. Senator John Kerry, German Chancellor Gerhard Shroder, Joko Widodo, President of Indonesia..

…",0
oh no ...... !!!!,0
https://pilpres.tempo.co/read/1172571/malam-ini-alumni-pangudi-luhur-deklarasi-dukung-jokowi/full?view=ok … yes PL,0
"Fck yeahh !! 
.
.
#party #dugem #Pilpres2019 #Jokowi #clubbing #politik #Prabowo",0
No 19 g muncul oom d trit sy....,0
"Unlike w/ Palestinians & Rohingya, Indonesia has been quiet on the China's persecution of Uighur Muslims. Ahead of #Pilpres2019 it has become a rallying cry for opponents of Jokowi. But a Prabowo win would likely not change anything. Me for @ForeignPolicy",0
Jokowi Clarifies the Meaning of His `Russian Propaganda` Comment http://dlvr.it/QyGgVR ,0
EMBER....,0
khem,0
"Hehehe..
Blunder dewek...
Think first jae",0
"Head to head nih 

#eraJokowi #eraSBY #presiden #hutàngRI #pilpres #Jokowi #Prabowo #01IndonesiaMaju",0
"Yth. Pak Putin
Jangan karena satu orang lalu Indonesia dianggap bodoh semua.
 
Jangan lho Pak.…",0
No 2yess,0
"Dewan Pakar PKPI, Teddy Gusnaidi menilai, @Prabowo akan kesulitan untuk menguasai tema debat kedua yang akan diadakan pada 17 Februari 2019 nanti. Ia pun memprediksi Ketum Gerindra itu akan menyerang Jokowi, tapi di luar substansi tema.
…",0
The brave man,0
Asked me which one im gonna vote jokowi or prabowo it's like choosing between sicko mode or mo bamba,0
biography of prominent figures: biography Jokowi president of Indonesia https://worlddfigures.blogspot.com/2018/12/biography-jokowi-president-of-indonesia.html?spref=tw …,0
"The Teluk Wondama Regency Government, West Papua, is trying to restore the flood affected area that took place on Saturday (2/2)
.
.
http://www.freewestpapua1.com/2019/02/05/wondama-district-government-recovered-the-location-of-the-flood …
#wayag #ocean #bluesky #amazing #landscape #jokowi #westpapua #papua #wonderfulindonesia #freewestpapua",0
"Hundreds of Christians in Teluk Wondama Regency gathered in the Wasior city park to celebrate the anniversary of the Gospel Message in West Papua

http://www.freewestpapua1.com/2019/02/05/hundreds-of-wondama-christians-celebrate-the-gospel-message …
#wayag #ocean #bluesky #amazing #landscape #jokowi #papua #westpapua #wonderfulindonesia #freewestpapua",0
"A total of 31 leatherback turtles known as giant turtles, the world explorers, landed and laid eggs in Yenbekaki village, Raja Ampat Regency throughout 2018

http://www.freewestpapua1.com/2019/02/05/31-giant-turtles-lay-eggs-in-raja-ampat-west-papua …
#wayag #ocean #bluesky #landscape #jokowi #westpapua #papua #wonderfulindonesia #freewestpapua",0
"The Raja Ampat Regency Government, West Papua, needs to socialize the Regional Regulations on the Prohibition of Catching Sharks to the community continuously
.
.
http://www.freewestpapua1.com/2019/02/05/sharks-contribute-to-the-survival-of-raja-ampat-tourism …
#wayag #ocean #bluesky #amazing #landscape #jokowi #westpapua #papua #freewestpapua",0
Anda kenal robb allyn @AkunTofa ??,0
"Please your attention to the authoritarian regime of Joko Widodo who aggressively arrested and imprisoned opposition activists using criminal hoaks as packaging

More than 70 activists have been imprisoned by the Jokowi regime by violating human rights
@humanrights 
@BarackObama",0
"Msh ingat Greenberg pak @jokowi ?

Greenberg has served as pollster and political strategist to: Clinton, Nelson Mandela, Al Gore, Tony Blair, John Kerry, Gerhard Shroder, Joko Widodo, President of Indonesia...",0
"Neo Terorism by Bank and Culprits with sistemic crime act that endorsed by goverment, based on true story
https://mafianotaris.blogspot.com/p/rampok-sistemik.html …",0
"Kami menggarisbawahi bahwa posisi prinsipil Rusia adalah tidak campur tangan pada urusan dalam negeri dan proses-proses elektoral di negara-negara asing, termasuk Indonesia yang merupakan sahabat dekat dan mitra penting kami.",0
"Yang offset congor ente zal ,",0
"The #Rohingya #Refugees Indonesia await for 8 or 9 years, for saferty life, but still remained as dreams, for identities of Indonesia.
@jokowi @Menlu_RI @pemko_medan @humas_pemko @mir_sidiquee @Rohingyacomm @nslwin @tunkhin80 

We want the #Indonesian #citizens please?",0
"Russian embassy in Indonesia rejects recent comments by President Jokowi about so-called Prabowo propaganda war, says 'Russian Propaganda' 'not a term based in reality' but cooked up by the US in the 2016 election. https://www.cnnindonesia.com/internasional/20190204114257-106-366232/kedubes-buka-suara-soal-pernyataan-propaganda-rusia-jokowi …",0
"Yeah,I believe that he doesn't mean any harm to our relationship with Russia. He should've known better although he is not entirely wrong",0
"It's called ""Russian"" because it has been widely used by officials from the state. @jokowi was merely referring to the method and not the state in particular ",0
"Jokowi dan Xi Jinping ngopi-ngopi sore di Bogor

Jokowi : “In Indonesia, we have election every five years.”

Xi : “That’s too bad, In China we have election evly molning.”

#jokelawas",0
"In fact, Prabowo was known to have used aku very prominent American Polical Consultant in his 2014 Campaign against Jokowi, a mana named Rob Allah who had worked for George W Bush. Bush and Mexico's Vicente Fox, among others. #HoaxPropagandaRusia",0
"Twitter, please do your magic 
Cc @kisbet_ @pinotski @kisbet_ @Elina_Vay @FunJunkies @Takviri @DiajengLrst @GunRomli @habibthink @jokowi @kaesangp @Chilli_Pari",0
"First, If Pak Jokowi is talking (about that) then it is definitely based on high Precision data. Valid information. Second, Indeed their strategy is spreading fear, a FIREHOSE OF FALSHOOD Strategy that was Utilized by Russian Polical Consultans for Trump. Used in Indonesia ",0
JOKOWI'S CAMPAIGN ACCUSES PRABOWO OF USING 'RUSSIAN PROPAGANDA' LIKE TRUMP WITH HELP OF FOREIGN CONSULTANTS ,0
"Jozz lah

#AngpaoGuaMana",0
"Approaching the April 2019 election, more fraud was committed by the incumbent team (Joko widodo - Maruf Amin) and more and more victims of Jokowi's authoritarian regime

What is your response @BarackObama @BillClinton ?

The Indonesian people ask for your responsibility",0
Jokowi Not Accusing Russia of Meddling in Politics: Golkar http://dlvr.it/QyCWMf ,0
"MEOWWW !!!
#KoalisiPrabohong #IndonesiaYangBersyukur 
#Jokowi #Prabowo #JKWMerahPutih #01IndonesiaMaju",0
"""Wishing you happiness during the holidays and throughout the New Year.""

#AngpaoGuaMana ehem..
@jokowi
@kangdede78
@WawanPurwandl",0
"Firehose of falsehood has its
rebound victory...political suicide. A backfire of 
#HoaxPropagandaRusia right at your backyard, Mr. Jokowi. Congratulations... ",0
"Line Art @jokowi
CorelDraw X8 ",0
"#GongXiFaCai

Thanks @jokowi ",0
Yess amin...,0
Jokowi Signs President`s Rule on Gas Network http://dlvr.it/QyC0z5 ,0
Happy Chinesse New Year,0
Amin,0
Fire reveal #Imlek 2019,0
"This week in Southeast Asia: a politician suggests Indonesians vote Jokowi if they drive on toll roads, a staggeringly horrific data leak in Singapore, unhappiness over a palm oil report in Peninsular Malaysia and confusion over who's ""native"" to Sabah.  
http://zpr.io/gpWN7 ",0
Nice se bapa,0
"Another #reminder from #Guru @Anand_Krishna_ on this day. May Pak @Jokowi and Pak @Prabowo get inspiration from this #quote on #CNY2019

#AnandKrishnaDharma #InnerJourney #AnandKrishna #Dharma #Sharing #GongXiFaCai #Service
#Ubud #AnandAshram #Tuesday",0
Jokowi Seeks Investors for Indonesia’s Airports to Curb Deficit https://kabarterbaru.co/news/politics/jokowi-seeks-investors-for-indonesias-airports-to-curb-deficit/ …,0
"Happy Chinese NewYear every one who Celebrated @agnezmo 
@jokowi #AgnezMo #SocialStarAward #iHeartAwards",0
My President,0
Jokowi accuses Prabowo camp of enlisting foreign propaganda help – The Jakarta Post – Jakarta Post https://jakartainformer.com/277790/jokowi-accuses-prabowo-camp-of-enlisting-foreign-propaganda-help-the-jakarta-post-jakarta-post/ … pic.twitter.com/Ps0a7U2Tf8,0
Tang ting tong deerrr,0
"And Mr. Prabowo is an extreme Right-wing that loves Capitalism (Take a look at him and his brother).
So the phrase ""Indonesia Adil Makmur"" is only for him, Sandi, and their family. 
Thou Jokowi is a businessman too, i think hes not that ""bad"".",0
"I want to ask you, @jokowi @tempodotco @kemkominfo who is actually using Russian propaganda when campaigning via #Twitter? 
#HoaxPropagandaRusia 
#JalaninDuluAja 
*End of thread*",0
Our President pic.twitter.com/v4rykzpod1,0
"Happy chinese years
Gong Xi Fa Cai 2570
#merahsubur
@MahesaTiwi
@MasCEPUK
@DPC_PDIPkabB9R
@KehidupanTaubat
@PartaiPDIP
@BantenSantri
@milenialis
@nahdlatululama
@msoekarnoputri
@jokowi
@PartaiPDIP
@pdip_kabbekasi
@KerjaDuaPeriode
@mariaputri89
@pdi_bandung",0
Mercenaries must be held fully accountable for all their activities. Capacity-building for states in law enforcement and judiciary are keys. Effective prosecution will deter mercenary activities. @jokowi @Kemlu_RI @Menlu_RI #inidiplomasi #indonesiaUNSC #indonesiaDKPBB,0
"Congratulations Pak @jokowi, your false statement and alleged black campaign accusation went abroad and viral. The #PropagandaRusia issue toward Indonesia presidential election in April 2019 is really bad for foreign diplomacy. 
Cc @RusEmbJakarta",0
Hey @ScottMorrisonMP have you called @jokowi For his donation Yet ? Why Not ? #Auspol,0
"Unforced error of @jokowi Mr Williams Runturambi 

cc @w_runturambi",0
Betul!!!,0
