Tweet,Kelas
"2. Dukungan untuk pasangan calon presiden nomor urut 1 Joko Widodo - Ma'aruf Amin dari Garut, Jawa Barat terus mengalir. 

 #JabarKandangJokowi
@DediMulyadi71
@_kiranalara
@PDI_Perjuangan
@ganjarpranowo
@budimandjatmiko
@zuhairimisrawi
@tbhasanuddin",1
"Pak Jokowi bersama Kyai Ma'aruf Amin, akan mampu membawa Indonesia ini hijrah ke yang lebih baik lagi
#01RabuHijrah",1
"VIDEO: Kyai Haji Ma'aruf Amin Sebut 'Serangan' Jokowi Bentuk Klarifikasi - ---
[ #KyaiHajiMaarufAmin, #mediatama, #Pilpres2019, #SeranganJokowi ]",0
DPW PNA Aceh Selatan Tegaskan Dukung Jokowi – Ma’aruf Amin http://liputanrakyat.com/dpw-pna-aceh-selatan-tegaskan-dukung-jokowi-maaruf-amin/ … pic.twitter.com/V5QjzyGQJu,0
"Al-Miftahussaadah, bersama tokoh ulama serta tokoh masyarakat mendukung pasangan Joko Widodo dan KH. Ma’aruf Amin.

#2019JokowiKyaiMaruf
#2019AcehBersama01
#Bersama01AcehLanjutkan pic.twitter.com/YcWcJIkUEj",1
"Peluncuran dan diskusi buku kiyai @maarufaminews

The Ma'aruf Amin way

Semoga bermanfaat bagi para pembaca. ",0
"Maka kaum sarungan, mari sama2 antarkan KH. Ma'aruf Amin ke kursi wapres Indonesia.
#IkutKyai
@kma_kita",1
"Al-Miftahussaadah, bersama tokoh ulama serta tokoh masyarakat mendukung pasangan Joko Widodo dan KH. Ma’aruf Amin.

#2019JokowiKyaiMaruf
#2019AcehBersama01
#Bersama01AcehLanjutkan pic.twitter.com/uNWky3aMK7",1
Si chemong suka nontonin eyang ma’aruf amin ternyata ,0
"Jokowi believes that releasing Ba'asyir will win him votes with Islamists. This is inane. As w/choice of Ma'aruf Amin, the Islamists will never vote for him. More importantly, his choices alienate his more secular base whom he needs to show up on election day. A wasted pander.",0
"After the debate what I've learned is that Ma'aruf Amin needs to AFK less, Jokowi is great at attacking opposition, Sandiaga is a meme, and Prabowo is a bottlejob #DebatPilpres2019",0
Ma’aruf Amin after being silent for so long: ,0
"Jokowi asks Prabowo-Sandi about gender and women's political representation. Prabowo says his party is new so that's why there's no women at the top, but that they have a women's wing so everything is fine.",0
"Ngga sia-sia nunggu moment Pak Ma'aruf Amin ngomong, pas ngebahas soal terorisme sungguh mashook Pak kyai.

#CurhatPilpres2019",0
I feel bad for K.H. Ma'aruf Amin. I really need a person that can satisfy my mind and my ears. #DebatPilplres2019,0
Ma'aruf Amin epic comeback!!! #DebatPilpres2019,0
"I feel so bad for Ma’aruf Amin he doesn’t say words & when he started to talk the time ran out & when he picked a ball for question, the ball fell immediately ",0
CAN WE ACTUALLY APPRECIATE MA’ARUF AMIN? i like that guy despite how little he spoke but how influential he was when he did #DebatPilpres2019,0
"Ma'aruf Amin, a debating powerhouse ",0
istg ma'aruf amin is literally me in real life #DebatPilpres2019,0
"and yes, Ma'aruf Amin is detrimental to Jokowi's side. he seems clueless about human rights and literally has nothing to add.",0
*Ma'aruf Amin reconnected. *Ma'aruf Amin join the battle #DebatPilpres2019,0
Seriously what's Ma'aruf Amin doing there? I feel like the second-hand embarassment by looking at him like a lost old man #DebatPilpres2019,0
Ma'aruf Amin just started using his religious insights. Keep going on like this and he'll do safe.,0
"Ma'aruf Amin seems become a Cryptonite to Jokowi.
I have a bad feeling for tonite's Debate.
#DebatPertamaPilpres2019 
#DebatPilpres2019",0
"Ma'aruf Amin's wife is much younger than he is, isn't she...",0
*Menanti debat perdana capres cawapres JOKOWI - MA'ARUF AMIN vs PRABOWO - SANDIAGA UNO live at station tv... How's be A WINNER than How's be A... ,0
"As Prabowo steps up his game, no easy victory in sight for Jokowi, who has failed to deliver the growth he had promised, while alienating his base with the selection of Ma'aruf Amin as his VP.  ",0
"Di debat Pak Jokowi akan menang lawan Pak Prabowo.

Di setiap topik -- Pak Jokowi saja bicara ke urusan implementasi, ilustrasi2 praktis.…",0
Cawapres Maruf Amin menyatakan menyesal menjadi saksi sehingga memberatkan Ahok dan menyebabkan Ahok masuk penjara. Dia melakukan krn terpaksa. ,0
"Pimred Tempo: JKW Salah Asumsi Jadikan Ma’aruf Amin Cawapres

#2019GantiPresiden #2019PrabowoSandi #2019GantiPemimpin #TahunBaruPresidenBaru",2
Teguh Santosa: Keputusan Jokowi Memilih Ma’aruf Amin Dipengaruhi Fragmentasi Elit Pendukung #KlikRMOL  #jokowi https://politik.rmol.co/read/2019/01/01/373155/Teguh-Santosa:-Keputusan-Jokowi-Memilih-Ma …’aruf-Amin-Dipengaruhi-Fragmentasi-Elit-Pendukung-,0
"Lho kok mendadak pak Ma'aruf Amin lupa kalau dia kyai ? Memang ada kyai yg gak bisa baca Quran hingga minta diuji.

Apa ini termasuk tanda2 kiamat? ",0
"Kalau pidato bahasa Inggris nanti dibilang pro Asing, jadi lebih baik tes baca Qur'an biar rakyat tau siapa yang benar² jelas islamnya he...he...he...
@RizmaWidiono @CH_chotimah @jokowi2024 

…",0
Perbandingan Ucapan Selamat Natal dr KH Ma'aruf Amin 01 Yg Asli Dan Yg Hoax(Editan) Yg Dilakukan Kader Partai @Gerindra (2) agung suryamal Timses prabowo-sandi02. #PrabohongStadium4 #PrabowoPsikopat #PrabowoBersamaHtiOrbadanAseng #01JokowiLagi #01IndonesiaMaju #Salam1Jempol ,1
"Perayaan Natal bagi Umat Kristiani di Indonesia 25 Desember  2018 miliki makna tersendiri,karena tak hanya @jokowi sudah terbiasa memberi Selamat Natal & Ma'aruf Amin juga (http://surabaya.tribunnews.com/amp/2018/12/25/video-viral-kh-maruf-amin-ucapkan-selamat-natal-2018-ini-penjelasan-mui-soal-fatwa-natal …), tapi terpenting @prabowo ikut rayakan,jadi semua kaum yang biasa menolak terdiam",0
"#pdiperjuangan kali ini mengadakan #safariKebangsaan  yang ke IV di Banten, karena banten wilayah yang sangat penting, karena di situ tempat KH Ma'aruf Amin
#safariKebangsaanBanten",0
"Safari politik kebangsaan merupakan upaya konsolidasi #pdiperjuangan Untuk memperkuat struktural guna memenangkan Jokowi - Ma'aruf Amin
#safarikebangsaanroadshowsumut 
#01IndonesiaMaju 
#01JokowiLagi",1
"Mantab
Klo lihat gambarnya ada 12jt yg mendukung

 Mantab bro...

Jk ditotal mgkin ada 80jt pendukung Prabowo-sandi dipilpres 2019.

 Mari bersama² kita
Sujud syukur...

Tapi syg..jumlah pemilih diindonesia 185jt. Yg 105jt milih Jokowi - MA'ARUF Amin",0
I liked a @YouTube video http://youtu.be/G8R8hcT5lUU?a  Islam Nusantara Versi KH Ma'aruf Amin Menjurus Ke Liberal (KH Idrus Ramli),0
"Emang kyai ma'aruf amin di jadikan cawapres buat apa ?  Yang butuh suara ummat siapa coba ? 
Yang pakai issue agama sekarang siapa hayooo ?  02 jelas bahasannya ekonomi tetapi tetap menjadikan ulama sebagai pembimbing.... Bukan ulama sebagai pendorong suara....",0
"VIRALKAN !!!

Megawati memilih Kiai Ma'aruf Amin  bukan tanpa tujuan, jika Jokowi menang maka setelah 
satu tahun menjabat posisi Kiai Ma'aruf
akan di gantikan dengan ahok, dengan alasan faktor usia ... Hati2 dalam memilih..... ",0
"Kok kelihatannya semakin kuat dugaan gw ya  seandainya pasangan JKW Ma'aruf Amin menang posisi capresnya akan jadi lahan rebutan mengingat usia beliau yg sudah lanjut  
Jadilah #PemilihCerdas
#2019GantiPresiden 
#UsutDPT31juta
#2019PrabowoSandi",2
"Suksesnya Reuni 212 yg bhkn melebihi ekspektasi mjd bukti bahwa strategi kubu jkw menggandeng Ma'aruf Amin utk meraup suara umat islam adl GAGAL TOTAL. 
Loe gandeng ulama sekalipun jg ga ngefek, krn yg kami mau cuma 1 2019GantiPresiden!!
#ILCPascaReuni212",2
"Reuni 212 Membludak, Bukti Ma’ruf Amin Gagal Penuhi Tuntutan Umat.
""Ini bukan soal figur, ini persoalan rasa keadilan di masyarakat. Jadi baik Ma'aruf Amin maupun tokoh lain yang tak mampu memenuhi rasa dahaga umat akan keinginan rasa keadilan''
https://politik.rmol.co/read/2018/12/03/369172/Reuni-212-Membludak,-Bukti-Ma …",0
"Pilpres 2019 ini enak pakai banget.  Pak Jokowi Ma'aruf Amin di didukung oleh parpol koalisi, pak Prabowo Sandi di didukung oleh rakyat indonesia...

ASSALAMU'ALAIKUM INDONESIA...",0
"Gorengan kasus penculikan, RS, Ponorogo, Boyolali mungkin bertujuan menggerus surpem @prabowo @sandiuno ternyata #eh polling aja yuk!!
Pilpres 2019 mana yang kalian pilih??

Jokowi Ma'aruf Amin  (Like)

Prabowo Sandi         (Retweet) pic.twitter.com/q8Ixb2mnmB",0
"Ternyata Yusril jadi pengacara Jokowi - Ma'aruf Amin membuat kubu sebelah galau.. @PKSejahtera @MardaniAliSera @eae18
@narkosun @TolakBigotRI @habibthink @Syarman59 @kangdede78 @SatyaJogja03 @PowerEmak @Je_Latah @RockyGaring @andreOPA @FaGtng 
#JokowiLagi 
#YusrilPunHijrahKe01",1
"Gue rindu NU yang dulu, gue rindu banser yg dulu, sebelum yakult mimpin dan SAS mimpin.. yg adem gak terlibat politik praktis.
meskipun Kh ma'aruf Amin pernah menjabat sebagai Rais Aam... mohon maaf yai... yai ra bakal tak pilih.. wes adoh dari Khittah Nu",0
"Tim kampanye Jokowi Ma'aruf amin | banyak yang sudah jadi pasien KPK 

Itu menjadi pertanda?______ 

a. Baik 
b. Mengerikan 
c. Menggelikan 
d. Alam 

Silahkan diisi dengan air secukupnya",0
"Semua hasil survei Capres/Wapres Prabowo & Sandi terus melorot ditinggal jauh Pasangan JOKOWI  KH Ma’aruf Amin, “Sandi sich sukanya Bohong, Rp 100 hanya bisa beli Bawang & Cabe, Tempe setipis Kartu ATM Nasi Ayam lebih Mahal dari Singapor ya Nyiyir & Ngebacot saja terus MERDEKA",1
"Kenapa UMAT Islam menyesalka sikap Pak Kyai MA'ARUF AMIN.. 
ini penjelasannya..  ",0
"Abang minang keren banget lagunya
Pilih No 1 Pak @jokowi - ma'aruf Amin untuk Indonesia biar lebih maju
#JokowiLagi 
#JokowiMarufAmin 
#2019TetapJokowi 
#2019pilihjokowi 
#SATUkanIndonesia 
#IndonesiaBangga 
#IndonesiaMaju 
#IndonesiaEmas",1
""" MENGINGAT KATA ""

 Gusdur bilang prabowo paling ikhlas.
 Jusuf Kalla bilang hancur negara di pimpin jokowi.
 Kyai Ma'aruf Amin bilang pemimpin ingkar janji jangan di pilih kembali.
SAYA Pengen Bilang #2019GantiPresiden

 Kalau Teman2 Pengen Bilang Apa.???  ***""KOMEN""",2
"Naik singa Depok gubernur Jawa Barat mulai kampanye untuk Jokowi/Kyai Ma'aruf Amin.

#JokowiLagi 
#Jokowi1xLagi",1
"Kini kita masuk dalam pesta Akbar Demokrasi, saatnya kita BerSATU suara kembali untuk memenangkan Pak Jokowi - Pak Kyai Ma'aruf Amin untuk mencapai Indonesia Maju.
Jaga hati, jgn Mendua, krn No.2 adlh Penggoda. Mari setia bersama No.1

#KampanyeDama1 
#JokowiAmin 
#IndonesiaMaju",1
"Nun jauh disana #SATUkanIndonesia
untuk #IndonesiaMaju 
bersama #JokowiAmin

Relawan Di Kab. OKI mendeklarasikan Pemenangan Jokowi – Ma’aruf Amin 2 Periode ",1
"Terima kasih Tuhan, “Benar apa yg selama ini ditwitter Aku selalu mengetik “#2019 Mohon Pak JOKOWI 1X Lagi & Faktanya Hasil Undian No Urut di KPU Tuhan mendengar Do’a Aku & mempercayakan Pak JOKOWI  Pak KH Ma’aruf Amin dgn NO Urut 1” karena yang diperebutkan RI 1 MERDEKA.",1
"Kasihan Kyai Sepuh.

Kami menolak kedatangan Kiai Ma'ruf Amin di Kampus Untirta. Kampus Untirta harus netral.

Ma'aruf Amin sbg cawapres dr Jokowi kami tdk mau Kampus Untirta dijadikan wadah politik praktis. Kami meminta rektorat utk memulangkan beliau.
https://www.tribunislam.com/2018/09/mahasiswa-untirta-minta-rektorat-pulangkan-maruf-amin.html …",0
KH. Ma'aruf Amin : Khilafah tertolak di Indonesia karena menyalahi kesepakatan bhw sistem di Indonesia itu Republik. ,0
"Tdk ada Kawan yg Abadi yg ada KEPENTINGAN yg UTAMA dlm POLITIK, “Contoh yg paling tepat utk Erick Thohir  Sandiaga Uno, SU mengatakan pasti ET MENOLAK ditawarkan menjadi Ketua TIM Sukses Jokowi  KH Ma’aruf Amin Faktanya tegas DITERIMA” #2019 Biar Pak JOKOWI saja MERDEKA.",0
17.57 #BeritaSONORA -  Erick Thohir resmi menjabat Ketua Tim Pemenangan Pasangan Joko Widodo - Ma'aruf Amin dalam Pilpres 2019. ,0
"Mr. Zalmai Wafamal, Deputy Head of Mission and Charge D’Affaires a.i.   of the Afghan Embassy in Jakarta joined H.E. Jusuf Kalla, Vice  President  of the Republic of Indonesia and KH Mohammad Ma'aruf Amin,  General  Chairman of MUI",0
"Ma'aruf Amin conservative and sectarian tendencies are tempered by his  political instincts, and his attraction to power and high status. These  latter inclinations may lead him to be a less objectionable vice-president than his critics fear. ",0
"The best argument so far that comes from the golput (not the opposition) faction is that they are against choosing the lesser evil as in that’s what Ma’aruf Amin represented for them, and I understand where they came from, but I agree so much with this.",1
"“Saya sudah di telepon semua Bupati dan DPRD dari Partai Demokrat bahwa mereka dukung dan siap “ikat suara” bagi Jokowi – Ma’aruf Amin dalam Pemilihan Presiden RI periode kedua 2019 – 2024,” kata Lukas Enembe (Demokrat Papua) #2019PilihJokowiMarufAmin http://papuasatu.com/headline/demi-jokowi-lukas-enembe-saya-siap-dipecat-dari-demokrat/ …",1
"""But Mahel, if people don't vote, then Prabowo could win...!""

""Yeah, should've thought about that before selecting Ma'aruf Amin.""",0
"Seeing that Ma'aruf Amin, the Rais Aam of the NU Central Board (PBNU), has been chosen as Jokowi's vice president candidate, it's best to start reading up on the contemporary developments within NU itself. Below is a continuously developing thread on insightful articles on NU.",0
"I’d probably gonna end up voting for Jokowi anyway for the sake of the realm but I cannot bear to think that, if one day LGBT Indonesians are more and more persecuted, I’ll be somehow responsible by putting Ma’aruf Amin into power.",1
"At the end of the day, Jokowi is a politician and with all due respect, having Ma’aruf Amin as his vice candidate is a price that we must pay as a nation - if he wins.",0
"In 2014, Jokowi won in 23 provinces + 1 overseas voters. Out of 11 losses, four of them (Jambi, Sumsel, Kalsel, Kaltara) were below 5 percent margins. By choosing Ma'aruf Amin as his running mate, it would be a significant opportunity to gain more votes in those regions.",0
Ma'aruf Amin has been chosen as Indonesian President @jokowi's running mate for the 2019 elections - surprising many as Constitutional Court chief justice Mahfud MD was widely predicted as the VP candidate,0
"gue kira jokowi milih ma'aruf amin udh biggest plot twist of the year, never been so wrong in my life before.",0
Never expected for both Jokowi and Prabowo to choose Ma'aruf Amin and Sandiaga for their partners. Crazy.,0
Bet eyang will rant about Ma’aruf Amin the next time I see him.,0
"Smart move for our beloved President, Mr. @jokowi that has been choosing KH. Ma'aruf Amin as the next Vice President in 2019. Even tho that there are a lot of candidate who brings a hope for make better of Indonesia also. Salute! #2019TetapJokowi",1
"Was there, thrilled by minutes. 

Sat in a front row

And, jaw dropping for a while.
Ma'aruf Amin cawapres pendamping Jokowi. ",0
"prabowo - sandiaga uno
jokowi - ma'aruf amin

God, have mercy. Let us have another option, don't let it becomes the hillary vs. trump or the 2.0 version of the election battle in 2014. I'm voting for neither of them.",0
"Progressives who still enthusiastically support President Jokowi’s reelection after Ma’aruf Amin as his VP pick, I need to know what you are smoking.",0
"Progressives who still enthusiastically support President Jokowi’s reelection after Ma’aruf Amin as his VP pick, I need to know what you are smoking.",0
"I'm amused right now on how jokowi is playing this upcoming game of chess lol

Well I do think Ma'aruf Amin is like the current pope. Old, respectable to the conservative eyes, but still cool not to bother so much about other's differences unlike most of the political morons rn.",0
"Jokowi will run again in election 2019, chose Ma'aruf Amin as running mate http://english.kontan.co.id/news/jokowi-will-run-again-in-election-2019-chose-maaruf-amin-as-running-mate … #Electionsystem",0
Indonesian President Joko Widodo has chosen cleric Ma'aruf Amin as his VP running mate for the 2019 election. Ma'aruf Amin was integral in turning the mob against Jakarta Governor (and former Jokowi VP hopeful) Ahok.,0
"indonesian prez jokowi's pick for VP, ma'aruf amin, a cleric who heads the national ulama council, has been railing against inequality and the failures of trickle-down economics in recent months. will be interesting how their campaign addresses indonesia's huge income inequality ",0
"I bet you, Jokowi's vice president candidates could be Ma'aruf Amin or Mahfud MD or Romahurmuziy. Those potential candidates have one obvious similarity: they represent NU voice and islamic voters. However, those candidates have low popularity and electability today.",0
"Hasil survei Kelompok Diskusi dan Kajian Opini Publik Indonesia (KedaiKOPI), Tentang siapa pemimpin umat saat ini.

HRS mendusuki urutan Pertama, Bahkan HRS mengalahkan Aa Gym, UAS, TGB, Syafii Ma’arif, Ma’aruf Amin, Joko Widodo, & sejumlah nama lain,”",0
Ma'aruf Amin: Yahya Staquf ke Israel Tak Ada Kaitan dengan NU http://detik.id/6PTqS1 ,0
"http://www.melekpolitik.com/2018/05/20/soal-tarawih-di-lapangan-monas-ketum-mui-perintahkan-aniesbaswedan-dan-sandiuno-agar-tarawih-di-masjid/ … Soal Tarawih di Lapangan Monas, Ketum MUI Perintahkan @aniesbaswedan dan @sandiuno Agar Tarawih di Masjid. Wahai Gabener dan Wagebener dengarkan suara Ulama Kiai Ma'aruf Amin ya. Bisa kualat nanti kalau dibantah! @wahhabicc_jabar @P3nj3l4j4h @RizmaWidiono",0
"MUI Minta Ormas Islam Cabut Laporan Sukmawati, Novel Bamukmin : Ma'aruf Amin Harus Introspeksi Diri ??",0
Ini rekam jejak Kiai Ma'aruf Amin yang sudah malang melintang di politik ketika Fadli Zon masih pake celana kodok. ,0
"Ma'aruf Amin defended Jokowi's administration who he said is against neoliberalism.

https://en.tempo.co/read/news/2018/04/02/055917197/MUI-Chairman-Rejects-Prabowo%60s-Neoliberalism-Statement?utm_source=dlvr.it&utm_medium=twitter?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=NATIONAL_Ricky …",0
"FATWA MAJELIS ULAMA INDONESIA. Nomor 3 Tahun 2003 Tentang ZAKAT PENGHASILAN. Fatwa MUI ini jelas menjawab zakat 'penghasilan' dari Yusuf Qaradhawi bahwa zakat maal uang, ada haul dan nisab. Harta yang berputar dan dikonsumsi tidak terkena zakat maal. KH. Ma'aruf Amin bijaksana pic.twitter.com/2bIBpdqlQ2",0
Menag hingga Ma'aruf Amin Hadiri Aksi Bela Palestina di Monas http://detik.id/6WNzZ5 ,0
"Ma`aruf Amin: 212 Sudah Selesai, Lebih Baik Maulid Nabi Muhammad ",0
Amin Ya Rabbil Aalaameen. Thank you Ma'aruf.,0
http://www.suaraislam.co/kh-maruf-amin-puji-kapolri-tito-soal-pemberantasan-terorisme-indonesia/ … KH. Ma'aruf Amin Puji Kapolri Tito soal Pemberantasan Terorisme Indonesia. Salut dengan Kapolri! @Iqbal__Kholidi,0
"Orang ini waktu KH, Maaruf Amin dibully kaum bumi kotak2 diam aja https://twitter.com/na_dirs/status/899088453685596161 …",0
"Malam lalu

Pangdam Jaya, Kapolda Metro, LBP datangi rumah Ketua MUI Ma'aruf Amin satukan visi

Bahas Habib KAFIR?

Habib KA(ngen) FIR(za) ",0
Tokoh-tokoh NU pun sudah sadar bahwa Ma'aruf Amin sedang dipolitisasi ,0
"Demi syahwat kekuasaan, pepo tega menjerumuskan & mengorbankan Ketua MUI, Rais Aam PBNU KH. Ma'aruf Amin. Ketahuan, ngamuk soal penyadapan!",0
"Pak Ahok sudah minta maaf dan mengklarifikasi, Pak Kyai Ma'aruf Amin sudah memaafkan. Lalu, MUI dan Demokrat masih menggoreng ini. Jahat!",0
"Sikap Ahok dan tim pengacaranya yang merendahkan KH. Ma'aruf Amin, Ketua Umum MUI, ulama senior khususnya sebagai... http://fb.me/4kIMZkzQd ",0
Saya menyayangkan perlakuan terdakwa Ahok dan tim pengacaranya terhadap saksi ahli KH Ma'aruf Amin dalam... http://fb.me/5WlKDO6Iy ,0
"Tdk pantas mrk memperlakukan KH Ma'aruf Amin di persidangan sprt itu. Apalagi kemudian menuduh di Sosmed,Dgn berbagai tuduhan.",0
"Sejumlah Keberatan Ahok atas Kesaksian Ma'ruf Amin 
@PartaiSocmed 
Ahok memakai hak hukum; provokator beraksi  ",0
"Hati-hati, setelah pepo ketahuan memanfaatkan KH. Ma'aruf Amin yang kini terbongkar, mereka provokasi seolah KH. MA dizolimi! @andiariefaa",0
Ketua MUI Ma'aruf Amin mengatakan organisasinya tidak akan mengambil bagian dalam aksi demo 2 Desember mendatang. http://s.rplr.co/MWyZTKf ,0
KH Ma'aruf Amin: Paling Banyak Kesamaannya dengan Warga NU itu Agus-Sylvi http://fb.me/7g6TIsv20 ,0
"http://m.republika.co.id/berita/nasional/umum/16/10/06/oeltda320-rais-aam-nu-pilkada-dki-2017-wajib-pilih-pemimpin-muslim … Jangan rais 'aam PB Nahdlatul Ulama, KH Ma'aruf Amin, dianggap SARA oleh buzzer2 bayaran krn pendapat ini pula",0
Remarks by KH. Ma'aruf Amin of @halalindonesia while waiting to #breakthefast,0
Happy bornday @fati_ifunanya Allah's blessings on you and yours.,0
Selamat atas terpilihnya Ketua Umum PBNU KH.Said Aqil Siradj dan Rais Aam KH.Ma'aruf Amin periode 2015-2020. Semoga NU tetap toleran+moderat,0
KH. A. Mustofa Bisri ditetapkan sebagai Rois Aam. KH. Ma'aruf Amin ditetapkan sbg Wakil Rois  Aam.,0
Ma'aruf Amin: Hanya Orang Liberal yang Anggap MUI Intoleran http://republika.co.id/r/mzscx3 ,0
"..KH Abdurrahman Wahid, KH Ali Yafie,Prof. Malik Fadjar,Yusril Ihza Mahendra,KH Cholil Baidowi,Sumarsono,Achmad Bagdja dan KH Ma'aruf Amin.",0
MUI asks government to protect Shia followers: Head of the Indonesian Ulema Council (MUI) Ma’aruf amin has asked... http://bit.ly/wubRj7 ,0
MUI asks government to protect Shia followers: Head of the Indonesian Ulema Council (MUI) Ma’aruf amin has asked... http://bit.ly/zRpOa0 ,0
"Berani tantang Ma'aruf Amin untk 2derajatnya ? Menurut saya 'Apa susahnya puasa coba..klo emng ikhlas jalanin aja, toh juga penuh berkah :)'",0
"""Semua rakyat Indonesia wajib menaati ketentuan dan penetapan dari pemerintah"" -Ma'aruf Amin- Ketua MUI",0
"Sudah banyak contoh keunggulan ekonomi syariah & Sayangnya,masih bnyk masy muslim yang belum melaksanakannya scr konsekuen - KH Ma'aruf Amin",0
"Ma'aruf amin hanya melihat dari sisi agama, bahkan dia tidak mengerti isi konstitusi indonesia",0
"Closing td dihadiri panel syariah esq msia, dr MUI ada K.H Ma'aruf Amin n pak @hafidhuddin. Seneng deh liat ulama msia indo berdampingan :)",0
Buang2 wktu nan mubazir  RT @kangpajar: KH Ma'aruf Amin: Tidak ada dialog lagi dengan Ahmadiyah.,0
"alhamduillah,, Luar biasa sekali tadi bapak KH Ma'aruf Amin.. Ceramah di mesjid Darul Ihsan Telkom Japati.. http://plurk.com/p/70xdlb",0
"Tokoh Ulama KH. Ma'aruf Amin (kiri), menyampaikan pengahrgaan kepada Direktur Utama Bank... http://antarafoto.com/f.1281168001",0
Fatwa Kopi Luwak: Perlukah?: Ketua Majelis Ulama Indonesia (MUI) Ma'aruf Amin berusaha mengeluarkan fatwa tentang ... http://bit.ly/9kZmbF,0
"RT amin @jimadieshah2: Semoga Maya ""dinikahi dengan ma'aruf, diceraikan dengan ehsan"". http://myloc.me/9k2ed",0
POLHUKAM : Ma'aruf Amin Siap Jadi Rais Aam http://bit.ly/bQxLn9,0
"Ginandjar K,Meutya Hatta,Ma'aruf Amin (MUI),Jimly A,Hassan Wirajuda,Emil Salim are among the candidates for Watimpres.",0
"Change your mind!!
Don't think ""Am I good for her/him?""
Start to think ""Is she/he the luckiest woman/man on earth to be with me?""

                                                       -ryndr-
Good Luck!!
#Pilpres2019 #LOVESTORY #quotesoftheday",0
"Heading 

 #jokowiamin #jokowiamin01 #pilpres2019 #01jokowilagi #01jokowiamin",1
"Came across many things that made my view clear -demanding a change, despite not sure whether the opp. has better quality or identical. Too much option can stressing us out, but more option will lead to make even sensible choice coz easier to justify. A paradox in #Pilpres2019.",0
"Sepertinya saya sudah memutuskan akan memilih siapa dalam #Pilpres2019 nanti.

Saya hanya fokus pada pasangan calon. Just think bigger and wider because the world is changing now and we need to keep up with it maybe it is the time for Indonesia to shine shining brightly.",0
Optimis #jokowilebihbaik #jokowiamin #kyaimarufamin #pilpres2019 #jokowi2periode #jokowilebihbaik #cjraminkanjokowi,1
Wake me up when Pilpres End..  #muak #wakemeup #pilpres2019,0
"I'm not yours!!
So, Ill do whatever i want
#Pilpres2019",0
"Fck yeahh !! 
.
.
#party #dugem #Pilpres2019 #Jokowi #clubbing #politik #Prabowo",0
 wish #stephencolbert cud do a monolog on #Pilpres2019 #LSSC,0
Re-posting my op-ed in the Jakarta Post from last year here https://link.medium.com/cwBP2VFd7T  as a company to @race2istana's podcast about the first presidential debate https://www.buzzsprout.com/246385/931946-1-an-anticlimactic-beginning-with-andreas-harsono-and-sidney-jones … #Pilpres2019,0
